Transaction_Amount,Time_Since_Last_Tx_Min,Distance_From_Last_Tx_Km,Distance_From_Home_Km,Amount_Ratio_30Day,Tx_Count_Last_24h,Failed_PIN_Attempts_24h,Transaction_Hour,Is_International_Tx,Is_High_Risk_Category,Is_First_Time_Device,Is_Weekend_Tx,Daily_Limit_Used_Pct,Card_Age_Days,Class
1025.43,3.2,536.6,188.9,10.41,20,5,22,0,0,1,1,96.7,1,1
87.15,293.1,32.5,6.6,1.39,2,0,15,0,0,0,1,13.3,509,0
441.55,101.9,34.9,10.5,0.4,3,0,9,0,0,0,0,44.0,153,0
216.61,23.9,31.9,24.4,0.37,5,0,21,0,0,0,1,44.2,800,0
85.31,37.6,16.1,21.0,1.34,1,0,7,0,0,0,1,40.3,1198,0
11.24,26.6,4.8,23.1,0.53,3,0,21,0,0,1,0,31.3,448,0
282.08,34.0,21.4,13.5,0.69,2,0,18,0,0,0,0,42.1,1074,0
266.06,43.9,6.5,21.6,0.96,2,0,15,0,0,1,0,47.6,492,0
361.08,97.2,47.4,11.9,0.92,1,0,11,0,0,0,0,58.2,653,0
445.68,106.4,23.8,6.7,1.33,1,0,15,0,0,0,0,53.9,1280,0
44.31,66.7,15.9,19.2,1.2,1,0,10,0,0,0,1,48.7,946,0
367.09,114.7,38.3,29.3,1.23,4,1,18,0,0,0,1,43.2,180,0
97.77,10.2,24.9,9.7,1.34,5,0,11,0,0,1,0,36.6,1331,0
429.8,11.0,15.6,14.1,0.67,3,0,12,0,0,0,1,11.6,925,0
410.44,22.6,40.6,20.4,0.72,2,0,16,0,0,0,1,14.1,1209,0
1796.28,1.7,983.4,592.5,10.74,19,5,4,1,1,1,0,83.1,58,1
356.57,28.9,33.7,25.4,0.69,5,0,14,0,0,0,0,49.2,276,0
160.6,40.0,2.4,23.0,1.78,1,0,17,0,1,0,0,38.8,610,0
238.23,61.4,28.4,2.2,1.5,1,0,17,0,0,1,1,29.1,238,0
411.71,200.5,38.2,30.0,0.46,2,0,19,0,1,0,1,6.4,1225,0
232.34,1.7,6.9,22.7,0.21,5,0,12,0,0,1,0,23.0,572,0
182.11,125.8,11.5,26.0,0.27,2,0,9,0,0,0,0,28.1,641,0
249.64,132.6,44.1,19.7,0.59,1,0,15,0,0,0,1,31.7,293,0
414.98,192.3,1.1,25.8,0.38,3,1,10,0,0,0,1,56.1,585,0
170.93,323.9,37.7,3.8,1.05,1,0,21,0,0,0,0,11.0,1437,0
91.01,2.4,23.7,10.8,1.57,3,0,20,1,0,0,0,33.5,904,0
357.45,20.0,22.4,26.4,1.38,4,0,18,0,0,0,1,25.2,346,0
413.86,260.8,0.5,6.4,0.54,5,0,11,0,0,0,0,59.5,729,0
54.82,73.6,41.0,2.8,0.84,4,0,18,0,0,0,0,52.4,537,0
123.74,99.8,18.1,23.7,1.01,1,0,21,0,0,0,1,29.1,172,0
75.28,130.5,27.1,25.1,1.5,5,0,14,0,0,0,0,60.0,1192,0
177.23,136.4,33.9,5.3,1.54,1,0,10,0,0,0,1,33.3,853,0
227.92,322.1,35.2,25.7,1.66,5,0,10,0,1,0,0,14.2,1275,0
375.67,695.1,47.8,20.8,1.01,5,0,12,0,0,0,0,35.6,930,0
327.32,152.8,26.6,15.8,1.31,1,0,21,0,0,0,0,17.4,193,0
312.36,40.6,20.0,25.0,0.38,1,0,7,0,0,0,0,40.0,534,0
179.43,254.2,47.7,12.9,1.1,5,0,8,0,1,0,0,56.6,556,0
421.52,6.1,32.1,6.2,0.6,5,0,17,1,0,0,0,48.2,328,0
238.29,31.5,15.0,8.9,0.89,1,0,7,0,0,0,0,20.0,129,0
489.66,273.2,6.4,15.4,1.21,1,0,15,0,0,0,1,21.3,434,0
318.9,35.5,42.1,16.2,0.61,2,1,15,1,0,0,0,8.8,759,0
67.5,29.9,18.2,24.3,0.28,2,0,17,0,0,0,0,20.7,668,0
339.71,17.8,33.1,23.8,0.22,2,0,19,0,0,0,0,10.1,276,0
165.93,235.2,23.6,17.7,0.24,4,0,7,0,0,0,0,32.5,923,0
344.73,83.2,10.0,23.5,0.21,5,1,8,0,1,0,0,44.0,667,0
39.47,134.8,30.1,6.2,0.38,3,0,11,1,0,0,0,46.3,508,0
91.57,32.8,3.1,2.0,0.58,4,0,10,0,1,0,1,8.3,876,0
428.59,170.3,20.7,26.3,0.55,5,0,16,0,0,0,0,23.7,1360,0
117.45,171.3,27.4,2.7,1.78,3,0,20,0,0,0,0,20.8,1401,0
419.34,45.0,21.9,7.8,0.69,2,0,21,0,0,0,0,10.7,176,0
143.24,63.5,37.5,21.0,0.4,3,0,19,0,0,0,0,24.9,1032,0
323.23,28.2,41.4,12.6,1.07,1,0,18,0,0,0,0,21.5,735,0
348.6,450.4,38.6,26.4,1.57,1,1,10,0,0,0,1,39.9,639,0
258.76,124.5,2.0,9.3,1.28,5,0,7,0,0,0,0,53.6,1281,0
156.13,327.2,9.8,0.9,0.67,4,0,7,0,0,1,0,30.0,1290,0
110.26,43.4,26.9,9.4,1.1,2,1,17,0,0,0,0,46.1,1308,0
21.43,182.7,46.7,17.6,1.34,5,0,6,0,0,0,1,13.0,111,0
155.45,174.2,41.8,11.6,1.36,2,0,8,0,0,0,0,54.2,268,0
328.32,141.2,42.1,16.3,1.27,1,0,17,0,0,0,0,13.4,930,0
469.46,404.5,15.2,26.4,1.59,4,0,17,0,0,0,0,15.6,548,0
436.25,60.0,21.5,27.4,1.59,4,0,16,0,0,0,1,10.9,548,0
384.2,16.8,23.6,8.3,1.13,1,0,21,0,0,0,0,22.0,1229,0
395.28,133.7,8.0,14.1,0.89,3,0,19,1,0,0,0,35.4,526,0
334.17,156.8,1.7,16.7,1.23,4,0,12,0,0,0,1,59.3,1055,0
133.84,102.7,47.4,28.5,1.51,3,0,16,0,0,0,0,48.6,1015,0
454.06,27.8,12.1,30.0,0.21,2,0,10,0,0,0,0,25.9,1221,0
337.01,84.3,12.1,7.4,1.79,4,0,12,1,0,0,0,36.7,730,0
282.42,44.9,4.3,21.9,0.49,1,0,21,0,0,0,1,39.3,325,0
1274.63,4.6,903.5,364.5,13.46,17,4,2,1,0,1,0,84.3,46,1
226.29,124.4,29.0,0.7,1.6,2,0,21,0,0,0,0,45.5,302,0
232.88,164.1,33.4,0.8,0.56,2,0,11,0,0,0,1,36.3,1067,0
432.96,31.7,45.6,14.1,0.96,4,0,7,0,1,0,0,41.8,774,0
275.59,62.4,17.3,14.9,0.41,4,0,6,0,0,0,0,46.0,1420,0
193.3,37.6,31.1,1.2,0.83,5,0,6,0,0,0,1,12.3,733,0
488.52,26.6,2.0,20.8,0.48,5,0,21,0,0,0,0,16.0,115,0
59.81,183.6,9.4,9.2,0.78,4,0,15,0,0,0,0,42.9,1459,0
214.16,288.0,41.6,17.0,0.8,5,0,14,0,0,0,0,51.8,717,0
25.8,55.5,38.4,9.4,1.79,1,1,19,0,0,0,0,27.5,1143,0
371.25,167.0,17.6,5.4,1.79,1,0,11,0,0,0,1,58.9,539,0
459.45,272.8,18.9,12.5,0.38,5,0,11,0,0,1,0,16.9,1367,0
143.62,224.6,26.7,7.4,1.36,4,0,9,0,0,0,0,27.9,1367,0
429.88,24.2,0.1,16.3,0.28,1,0,17,0,0,0,1,25.8,1070,0
149.65,375.6,12.1,6.4,0.25,2,0,19,0,0,0,0,56.2,491,0
455.83,56.7,10.5,15.5,0.37,4,0,7,0,0,0,0,20.7,823,0
378.21,49.7,12.6,5.1,1.74,3,0,15,0,0,0,0,30.9,835,0
403.43,7.7,40.3,20.3,1.71,3,0,8,0,0,0,0,15.3,1385,0
13.91,79.9,14.1,22.7,0.51,4,0,8,0,0,0,0,33.7,319,0
481.59,13.9,9.7,3.8,0.46,5,0,13,0,0,0,0,52.2,1131,0
364.7,34.3,25.3,14.3,0.58,1,0,11,0,0,0,0,21.7,545,0
155.85,45.7,43.3,2.6,1.02,1,0,12,0,0,0,0,49.6,113,0
415.55,198.5,12.1,18.1,1.11,4,1,14,0,0,0,0,55.1,486,0
144.35,250.0,4.0,8.3,0.55,2,0,6,0,0,0,0,9.0,741,0
437.01,43.2,17.9,16.1,1.41,5,0,7,0,0,0,0,46.6,1145,0
60.73,234.8,37.4,15.8,0.7,2,0,20,0,0,0,0,19.0,324,0
353.32,233.6,27.6,27.8,1.68,4,0,14,0,0,0,0,14.6,334,0
272.65,173.6,40.9,16.7,1.25,4,0,21,0,0,0,0,38.1,1464,0
52.78,19.0,48.0,17.7,0.9,2,0,10,0,0,0,0,43.8,1099,0
124.74,140.7,39.7,12.3,1.46,3,0,9,0,0,0,0,26.7,810,0
11.14,348.1,30.2,28.5,1.51,4,1,6,1,0,0,0,7.2,1257,0
237.04,137.7,24.7,23.4,0.66,5,0,14,0,0,0,0,55.0,1301,0
154.13,48.3,2.1,8.9,0.74,2,0,16,0,1,1,0,45.2,891,0
301.19,83.3,49.2,25.4,1.7,3,0,18,0,0,0,1,19.9,536,0
152.13,124.5,19.2,13.3,0.46,2,0,14,0,0,0,1,32.3,1174,0
153.46,85.7,7.7,24.9,0.27,3,0,9,0,0,0,0,6.5,680,0
372.88,15.3,33.4,24.8,0.93,3,0,21,0,0,0,0,23.7,1404,0
28.83,44.9,14.3,6.1,1.48,5,0,14,0,0,0,0,33.7,1167,0
451.93,194.6,29.3,21.2,1.43,4,0,15,0,0,0,1,33.4,786,0
426.87,237.2,29.4,9.1,1.67,3,0,18,0,0,0,1,16.5,464,0
335.56,17.7,22.3,9.3,1.05,4,1,6,0,0,0,0,47.7,368,0
298.64,365.4,41.8,9.2,0.36,5,0,20,0,0,1,1,21.4,1416,0
446.69,47.8,13.3,21.9,1.14,4,0,10,0,0,0,0,36.9,1317,0
96.74,130.3,22.5,7.3,1.45,1,0,6,0,0,0,0,19.9,1494,0
44.09,167.2,26.9,0.5,0.35,3,0,9,0,0,0,1,28.4,177,0
123.56,200.5,33.2,21.6,0.48,5,0,21,0,1,0,0,16.4,288,0
398.32,349.7,39.2,5.5,0.22,2,0,21,0,0,0,1,39.8,1148,0
22.16,45.0,19.8,3.6,1.15,5,0,17,0,0,0,0,28.4,1425,0
293.49,234.7,32.3,7.5,1.62,3,0,10,0,0,0,0,5.9,770,0
497.74,16.9,7.6,11.7,1.27,5,0,19,0,0,0,0,6.5,457,0
428.57,146.5,46.6,14.5,1.77,2,0,16,0,0,0,0,30.9,1058,0
263.12,162.6,19.2,1.8,0.3,1,0,8,0,1,0,0,15.1,1217,0
36.5,135.9,36.5,29.1,1.64,3,1,7,0,0,0,0,37.2,435,0
416.53,34.9,1.1,21.6,1.5,3,0,11,0,0,0,0,27.5,1287,0
301.49,247.7,10.3,10.0,0.7,5,0,16,0,0,0,0,41.0,1002,0
61.89,22.2,24.4,9.9,1.76,4,0,18,0,0,0,1,57.4,440,0
51.46,6.6,43.9,13.7,0.66,4,0,8,0,0,0,0,34.1,933,0
455.27,151.7,26.4,19.0,1.62,2,0,15,1,0,0,0,48.3,666,0
336.25,77.4,46.5,4.8,1.61,1,0,6,0,1,0,0,46.4,171,0
415.5,226.9,24.2,6.1,1.41,1,0,16,0,1,0,0,55.7,1165,0
440.09,58.0,24.6,25.9,1.1,5,0,18,0,0,1,0,16.8,510,0
288.03,22.1,6.1,8.1,0.39,5,0,10,0,0,0,0,50.5,997,0
261.14,217.3,40.2,11.7,1.05,4,0,7,0,0,0,0,54.8,937,0
218.06,95.5,12.4,26.2,0.77,1,0,21,0,0,0,0,26.6,743,0
161.89,25.2,45.0,20.1,1.47,1,0,20,0,1,0,0,22.3,120,0
220.13,152.9,45.6,10.6,1.41,1,0,7,0,0,0,1,57.4,1124,0
388.07,85.9,47.2,20.7,1.66,2,0,20,0,0,0,0,39.5,777,0
302.95,111.3,26.1,1.1,0.22,2,0,9,0,0,0,1,25.9,1199,0
446.8,74.1,33.9,22.2,1.49,5,0,9,0,0,0,0,48.6,702,0
224.47,211.7,38.9,14.9,1.7,4,0,21,0,0,0,0,21.7,187,0
305.51,212.3,6.6,24.5,1.46,3,0,9,0,0,0,0,14.7,116,0
317.5,148.3,30.1,28.7,0.41,4,0,12,0,1,0,1,34.9,1452,0
297.89,13.4,1.8,27.8,0.33,2,1,6,0,0,0,0,36.1,1042,0
352.8,219.1,24.9,27.3,0.23,2,0,18,0,0,1,0,50.4,1333,0
122.53,133.4,7.8,15.6,1.21,5,1,13,0,0,1,0,30.1,923,0
258.62,143.3,9.2,11.1,1.21,3,0,17,0,0,1,0,49.8,482,0
56.59,54.1,18.3,14.2,1.78,1,0,18,0,0,0,1,22.1,739,0
195.33,253.7,21.7,20.9,0.84,3,1,15,0,0,0,1,36.6,1269,0
246.4,155.1,31.2,26.6,0.73,3,0,21,0,0,0,1,16.5,552,0
327.85,14.3,3.8,6.6,1.2,3,0,14,0,0,0,0,26.2,915,0
475.51,62.9,25.2,27.6,1.52,5,0,15,0,0,0,1,52.2,409,0
302.32,261.0,9.2,24.5,1.7,2,0,18,0,0,0,0,16.9,1030,0
373.08,5.8,28.7,29.4,1.48,1,0,19,1,0,0,0,49.6,591,0
255.6,390.6,31.9,26.5,0.88,3,0,20,0,0,0,1,20.6,859,0
318.88,136.4,27.9,8.8,1.22,1,0,11,0,0,0,0,6.9,100,0
2864.9,1.0,885.5,118.5,7.14,22,5,2,0,1,0,0,83.3,24,1
130.92,37.9,16.8,3.8,0.98,2,0,11,0,0,0,0,46.0,771,0
184.12,34.3,38.3,9.1,0.55,1,1,15,0,0,0,0,19.4,311,0
238.88,341.8,21.7,18.6,0.47,4,0,21,0,0,0,0,41.0,1456,0
27.6,42.5,24.3,24.2,0.2,2,0,12,0,0,0,0,43.5,403,0
74.31,179.3,32.4,27.0,1.35,1,0,11,1,0,0,1,24.0,790,0
142.02,59.9,1.0,18.9,0.38,3,0,16,0,0,1,1,31.1,1277,0
485.91,18.0,32.7,0.7,0.59,3,0,6,0,0,1,1,27.2,715,0
169.02,1.3,31.0,6.0,0.68,2,0,10,0,0,1,0,57.1,622,0
243.61,94.3,15.6,3.4,1.1,2,0,13,0,0,0,1,22.6,124,0
102.07,446.5,4.4,11.2,0.84,3,0,20,0,0,0,1,15.1,907,0
307.34,55.3,4.6,15.3,1.28,1,0,13,0,1,0,0,25.1,124,0
143.94,53.0,46.2,1.8,0.29,4,0,17,0,0,0,0,41.8,695,0
107.46,50.6,34.5,10.8,0.4,5,0,15,0,0,0,0,43.4,1229,0
260.7,88.2,6.4,5.8,1.0,2,0,14,0,0,0,0,55.8,1242,0
7.73,69.7,17.9,19.6,0.74,3,0,9,0,0,0,0,53.5,207,0
8.79,254.3,29.7,14.2,0.67,1,0,15,0,0,0,0,20.9,1453,0
113.44,84.5,41.8,15.1,0.31,2,0,11,0,0,0,0,30.0,279,0
23.18,85.1,2.3,13.1,1.63,1,0,12,0,0,0,0,46.1,980,0
58.47,17.9,11.9,28.7,1.31,2,0,10,0,1,1,0,55.4,230,0
172.74,487.1,44.5,6.8,0.39,3,0,20,0,0,0,1,23.5,702,0
402.28,34.5,0.6,15.7,0.3,1,0,16,0,0,1,1,29.4,852,0
288.16,9.1,10.1,22.2,1.76,3,0,13,0,0,0,0,54.5,858,0
258.77,130.6,48.0,16.9,1.29,1,0,8,0,0,0,0,24.7,267,0
150.28,108.6,30.7,27.9,0.87,2,0,13,0,0,0,0,31.4,322,0
466.22,64.4,13.2,11.7,1.32,5,0,20,0,0,0,0,54.7,568,0
201.52,65.8,3.4,14.2,1.41,5,0,19,0,0,0,0,49.1,377,0
48.11,184.5,1.5,3.1,1.45,4,0,10,0,0,0,1,18.4,289,0
2347.24,1.3,1233.6,336.4,9.92,9,5,23,1,1,0,0,82.4,40,1
61.35,205.9,44.1,9.0,0.89,3,0,18,0,0,0,1,24.4,720,0
175.89,125.5,20.9,5.2,0.22,1,1,11,0,1,0,1,55.2,1313,0
256.17,65.2,36.0,16.6,1.68,4,0,7,0,0,0,0,59.9,317,0
437.74,73.5,45.9,16.2,1.17,2,0,20,0,0,0,0,47.6,1422,0
249.31,35.6,20.5,2.7,0.53,5,0,12,0,0,0,0,31.6,1434,0
352.62,167.4,9.6,21.1,1.67,1,0,20,0,1,0,0,5.6,335,0
496.44,86.3,25.9,18.9,1.66,5,0,20,0,1,0,0,43.4,267,0
70.09,46.4,45.4,6.1,1.78,1,0,14,0,0,0,1,26.4,879,0
140.99,108.8,40.2,14.3,1.6,4,0,8,0,0,0,1,39.8,292,0
200.32,654.9,3.4,21.7,1.8,4,0,19,0,0,0,1,38.4,341,0
213.8,68.6,34.7,16.1,0.59,3,0,15,0,0,0,0,31.4,1285,0
208.46,304.1,28.6,12.2,1.55,1,0,19,0,0,0,0,56.9,1462,0
454.27,50.8,45.4,10.0,1.52,2,0,9,0,0,0,0,6.3,890,0
358.45,6.8,6.2,18.5,0.57,4,0,9,0,0,0,0,44.2,554,0
305.91,27.4,26.7,28.2,0.36,3,0,9,0,0,0,0,27.5,1258,0
158.14,65.1,44.0,20.3,1.77,4,0,8,0,0,0,0,44.3,292,0
412.78,29.8,20.6,2.7,0.67,5,0,10,0,0,0,0,42.1,491,0
477.75,0.0,24.2,14.1,1.59,4,0,14,1,0,0,1,5.6,700,0
411.49,295.8,3.6,26.8,0.21,1,0,20,0,0,0,1,20.7,1165,0
5.77,222.9,14.0,3.3,0.23,3,0,16,0,0,0,0,15.4,192,0
320.02,162.7,16.3,29.7,0.95,1,1,13,0,0,0,1,14.2,1338,0
30.31,22.0,47.3,28.5,0.58,2,0,15,0,0,0,0,45.1,448,0
132.52,15.4,14.2,2.8,1.3,2,1,7,0,0,0,0,18.2,612,0
34.46,8.4,23.1,28.0,1.1,4,0,17,0,0,0,1,31.1,1458,0
303.88,154.5,33.6,11.2,0.32,3,0,21,0,0,0,0,18.6,1023,0
344.86,317.1,8.2,25.4,0.46,3,1,14,0,0,0,1,36.9,1287,0
61.67,67.6,24.4,12.8,0.82,3,0,17,0,0,0,0,44.6,205,0
195.0,15.2,37.0,13.5,0.5,3,0,15,0,0,0,1,23.2,1355,0
230.84,86.2,43.4,19.2,1.47,4,0,7,0,0,0,1,38.2,1091,0
187.68,51.5,31.4,23.3,0.87,1,0,12,0,1,0,0,50.4,816,0
64.91,56.4,33.5,1.5,0.35,4,0,10,0,0,0,0,10.2,1300,0
212.38,116.5,6.4,18.0,0.97,1,0,20,0,0,0,0,44.1,1417,0
376.83,152.2,47.3,6.0,0.35,5,0,18,1,0,0,0,22.8,1388,0
40.15,14.1,6.7,10.7,0.41,5,0,12,0,0,0,0,11.7,887,0
44.69,4.3,38.8,10.8,0.58,1,0,10,0,0,0,1,35.0,1393,0
180.61,620.7,13.3,14.3,1.58,4,0,17,0,0,0,0,17.4,1335,0
471.15,31.8,46.7,10.4,1.68,2,0,11,0,0,0,1,50.2,1286,0
335.94,6.6,36.0,3.7,1.52,4,1,13,0,0,0,1,7.4,922,0
340.94,25.3,37.7,4.8,0.73,2,0,6,0,0,0,0,10.4,1016,0
184.15,4.8,11.0,1.5,0.64,4,0,18,0,0,0,0,33.7,1176,0
298.86,59.7,22.2,14.4,1.08,3,0,16,0,1,0,0,37.4,1356,0
10.01,194.6,30.9,28.7,1.35,3,0,18,0,0,0,0,45.1,953,0
319.87,50.1,38.5,3.9,1.79,5,0,17,0,0,0,0,19.3,782,0
457.08,70.5,5.3,28.4,0.41,5,0,6,0,0,0,0,51.3,1122,0
308.22,135.1,48.1,22.1,0.28,1,0,10,0,0,0,0,57.4,1050,0
437.48,85.3,44.5,19.3,1.31,2,1,20,0,0,0,0,32.4,143,0
363.37,237.2,13.6,19.5,1.53,3,0,6,0,0,1,1,46.8,702,0
64.68,241.2,41.2,24.9,1.55,4,0,8,0,0,0,1,33.9,732,0
451.71,1.2,26.0,3.7,1.29,1,0,15,0,0,0,0,8.8,191,0
37.89,180.6,23.1,15.4,1.73,4,0,20,0,0,0,0,22.9,858,0
269.31,74.1,15.8,21.1,1.02,3,0,14,0,0,0,1,9.8,830,0
75.36,539.5,29.1,17.8,1.66,3,1,19,1,0,0,1,59.4,1053,0
2529.71,0.7,780.4,668.9,4.53,23,3,4,1,1,1,0,82.6,48,1
213.91,520.2,20.6,2.6,1.56,3,0,12,0,0,0,0,40.0,1417,0
151.05,168.6,31.5,20.9,0.7,4,0,17,0,0,0,0,20.6,799,0
245.57,34.3,35.0,16.3,0.51,1,0,11,0,0,0,0,40.9,1024,0
290.71,92.8,35.6,11.7,1.08,3,0,13,0,0,0,0,16.6,779,0
26.65,581.4,2.7,10.5,0.92,5,0,13,0,0,1,0,48.2,1066,0
65.89,233.8,43.0,18.8,1.6,1,0,11,0,0,0,0,11.1,363,0
281.53,12.3,23.0,26.8,0.36,5,1,9,0,0,0,0,54.2,204,0
174.87,147.1,13.2,15.1,0.61,4,0,9,0,0,0,0,51.2,323,0
365.94,50.9,12.2,24.8,1.4,3,0,21,0,0,1,0,42.3,1077,0
327.88,0.8,24.2,12.4,0.35,1,0,9,0,0,0,1,8.7,214,0
423.57,62.0,44.4,3.5,0.71,3,0,11,0,0,0,0,16.5,990,0
2005.9,3.7,1266.1,377.8,8.77,17,2,1,1,0,1,1,88.5,20,1
217.82,205.0,37.5,2.0,1.2,1,0,17,0,0,0,0,11.7,1397,0
338.12,49.4,4.9,11.7,0.45,3,0,7,0,0,0,0,13.6,1353,0
141.31,210.9,23.9,10.4,1.58,3,0,11,0,0,0,0,34.9,828,0
156.63,0.1,49.6,21.7,0.92,2,0,19,0,0,0,0,20.1,133,0
395.55,44.1,38.5,22.4,1.67,2,0,19,0,0,1,0,17.2,994,0
225.98,33.1,10.6,2.0,0.95,1,0,16,0,0,0,0,36.7,561,0
400.2,31.9,25.1,7.0,0.64,1,0,6,0,0,0,1,25.5,548,0
412.1,8.5,11.8,8.6,0.43,3,0,14,0,0,0,1,12.7,928,0
429.49,24.9,20.5,16.7,0.21,5,1,17,0,0,1,0,34.4,1337,0
458.73,97.3,39.0,4.8,1.05,1,0,11,0,0,0,1,26.3,1169,0
218.34,41.3,38.6,4.5,0.37,3,0,12,0,0,0,0,45.4,504,0
162.84,64.8,11.5,28.3,0.83,5,0,19,1,0,1,0,10.7,432,0
293.19,56.8,46.1,24.2,1.14,2,0,17,0,0,0,0,39.1,339,0
188.73,250.4,29.7,5.8,0.64,1,0,6,0,0,0,0,29.0,1377,0
302.53,282.8,19.1,12.5,0.48,3,0,13,0,0,0,0,27.3,327,0
354.27,81.5,25.1,11.0,1.44,2,0,17,0,0,0,0,17.8,832,0
345.76,48.1,30.3,23.8,1.71,4,0,21,0,0,0,0,6.7,990,0
